#Title : in-situ observations catalog
#Description : catalog of available in-situ observations per platform
#Project : Copernicus
#Format Version : 1.0
#Last Update : 20200615111537
#catalog_id,file_name,geospatial_lat_min,geospatial_lat_max,geospatial_lon_min,geospatial_lon_max,time_coverage_start,time_coverage_end,provider,date_update,data_mode,parameters
COP-MO-01,ftp://nrt.cmems-du.eu/Core/INSITU_MED_NRT_OBSERVATIONS_013_035/med_multiparameter_nrt/latest/20200516/GL_TS_DB_6202686_20200516.nc,38.72720,38.84200,3.96840,4.29860,2020-05-16T00:00:00Z,2020-05-16T23:00:00Z,National Data Buoy Center (NDBC)  National Oceanic and Atmospheric Administration (NOAA),2020-05-17T01:56:14Z,R, DEPH ATMS TEMP
COP-MO-01,ftp://nrt.cmems-du.eu/Core/INSITU_MED_NRT_OBSERVATIONS_013_035/med_multiparameter_nrt/latest/20200516/GL_TS_DB_6202687_20200516.nc,38.34720,38.47400,14.84900,15.00780,2020-05-16T00:00:00Z,2020-05-16T23:00:00Z,National Data Buoy Center (NDBC)  National Oceanic and Atmospheric Administration (NOAA),2020-05-17T01:56:17Z,R, DEPH ATMS TEMP
COP-MO-01,ftp://nrt.cmems-du.eu/Core/INSITU_MED_NRT_OBSERVATIONS_013_035/med_multiparameter_nrt/latest/20200516/GL_TS_DB_6202688_20200516.nc,39.79260,39.88680,6.20380,6.30300,2020-05-16T00:00:00Z,2020-05-16T23:00:00Z,National Data Buoy Center (NDBC)  National Oceanic and Atmospheric Administration (NOAA),2020-05-17T01:56:19Z,R, DEPH ATMS TEMP
COP-MO-01,ftp://nrt.cmems-du.eu/Core/INSITU_MED_NRT_OBSERVATIONS_013_035/med_multiparameter_nrt/latest/20200516/GL_TS_DB_6202690_20200516.nc,41.65760,41.72980,5.82220,6.02840,2020-05-16T00:00:00Z,2020-05-16T23:00:00Z,National Data Buoy Center (NDBC)  National Oceanic and Atmospheric Administration (NOAA),2020-05-17T01:56:21Z,R, DEPH ATMS TEMP
COP-MO-01,ftp://nrt.cmems-du.eu/Core/INSITU_MED_NRT_OBSERVATIONS_013_035/med_multiparameter_nrt/latest/20200516/GL_TS_DB_6202691_20200516.nc,38.86940,38.94560,2.09640,2.14780,2020-05-16T00:00:00Z,2020-05-16T23:00:00Z,National Data Buoy Center (NDBC)  National Oceanic and Atmospheric Administration (NOAA),2020-05-17T01:56:24Z,R, DEPH ATMS TEMP
COP-MO-01,ftp://nrt.cmems-du.eu/Core/INSITU_MED_NRT_OBSERVATIONS_013_035/med_multiparameter_nrt/latest/20200516/GL_TS_MO_6100001_20200516.nc,43.38000,43.38000,7.82000,7.82000,2020-05-16T00:00:00Z,2020-05-16T23:00:00Z,Meteo-France / Centre de Meteorologie Marine (CMM),2020-05-17T03:09:02Z,R, DEPH TEMP ATMS VGHS WDIR DRYT WSPD
COP-MO-01,ftp://nrt.cmems-du.eu/Core/INSITU_MED_NRT_OBSERVATIONS_013_035/med_multiparameter_nrt/latest/20200516/GL_TS_MO_6100002_20200516.nc,42.05000,42.06000,4.63000,4.65000,2020-05-16T00:00:00Z,2020-05-16T23:00:00Z,Meteo-France / Centre de Meteorologie Marine (CMM),2020-05-17T03:09:05Z,R, DEPH TEMP ATMS VGHS WDIR DRYT WSPD
COP-MO-01,ftp://nrt.cmems-du.eu/Core/INSITU_MED_NRT_OBSERVATIONS_013_035/med_multiparameter_nrt/latest/20200516/GL_TS_MO_6100022_20200516.nc,43.71358,43.71358,7.42617,7.42617,2020-05-16T00:00:00Z,2020-05-16T23:57:00Z,CEREMA  Centre Etudes et Expertise sur les Risques  Environnement  Mobilite et Amenagement,2020-05-17T02:02:49Z,R, DEPH VAVT VZMX VAVH VHM0 VPED VPSP VEPK VTM02 VTPK TEMP
COP-MO-01,ftp://nrt.cmems-du.eu/Core/INSITU_MED_NRT_OBSERVATIONS_013_035/med_multiparameter_nrt/latest/20200516/GL_TS_MO_6100188_20200516.nc,42.48830,42.48830,3.16830,3.16830,2020-05-16T00:00:00Z,2020-05-16T23:32:00Z,CEREMA  Centre Etudes et Expertise sur les Risques  Environnement  Mobilite et Amenagement,2020-05-17T02:02:51Z,R, DEPH VAVT VZMX VAVH VHM0 VPED VPSP VEPK VTM02 VTPK TEMP
COP-MO-01,ftp://nrt.cmems-du.eu/Core/INSITU_MED_NRT_OBSERVATIONS_013_035/med_multiparameter_nrt/latest/20200516/GL_TS_MO_6100190_20200516.nc,43.37150,43.37150,3.77970,3.77970,2020-05-16T00:00:00Z,2020-05-16T23:30:00Z,CEREMA  Centre Etudes et Expertise sur les Risques  Environnement  Mobilite et Amenagement,2020-05-17T02:02:53Z,R, DEPH VAVT VZMX VAVH VHM0 VPED VPSP VEPK VTM02 VTPK TEMP
COP-MO-01,ftp://nrt.cmems-du.eu/Core/INSITU_MED_NRT_OBSERVATIONS_013_035/med_multiparameter_nrt/latest/20200516/GL_TS_MO_6100191_20200516.nc,42.91620,42.91620,3.12450,3.12450,2020-05-16T00:00:00Z,2020-05-16T23:30:00Z,CEREMA  Centre Etudes et Expertise sur les Risques  Environnement  Mobilite et Amenagement,2020-05-17T02:02:55Z,R, DEPH VAVT VZMX VAVH VHM0 VPED VPSP VEPK VTM02 VTPK TEMP
COP-MO-01,ftp://nrt.cmems-du.eu/Core/INSITU_MED_NRT_OBSERVATIONS_013_035/med_multiparameter_nrt/latest/20200516/GL_TS_MO_6100284_20200516.nc,43.31890,43.31890,4.86620,4.86620,2020-05-16T00:05:10Z,2020-05-16T23:33:12Z,IFREMER  Institut Francais de Recherche pour l'Exploitation de la Mer,2020-05-17T22:02:38Z,R, DEPH PRES PSAL TEMP FLU2 TUR4 CNDC LGH4 ATMS WSPD WDIR PRRD RELH GSPD DRYT
COP-MO-01,ftp://nrt.cmems-du.eu/Core/INSITU_MED_NRT_OBSERVATIONS_013_035/med_multiparameter_nrt/latest/20200516/GL_TS_MO_6100289_20200516.nc,43.20834,43.20834,5.23000,5.23000,2020-05-16T00:00:00Z,2020-05-16T23:36:00Z,CEREMA  Centre Etudes et Expertise sur les Risques  Environnement  Mobilite et Amenagement,2020-05-17T02:02:57Z,R, DEPH VAVT VZMX VAVH VHM0 VPED VPSP VEPK VTM02 VTPK TEMP
